institutional_event_id,institutional_schema_version,source_type,source_dataset,source_schema_version,source_row_id,source_event_id,source_cycle_id,source_cycle_number,event_time,scan_time,token,token_key,mint,asset_key,decision,outcome,quote_successful,eligible,research_eligible,validation_status,validation_quality_score,validation_errors,validation_warnings,starting_amount_usd,ending_amount_usd,gross_profit_usd,estimated_cost_usd,net_profit_usd,gross_edge_bps,net_edge_bps,total_cost_bps,slippage_bps,price_impact_bps,network_fee_usd,dex_fee_usd,slippage_cost_usd,liquidity_usd,volume_24h_usd,volume_liquidity_ratio,buy_route,sell_route,route_pair,route_hops,dex_count,market_score,liquidity_score,volume_score,pair_score,intelligence_score,ai_priority,opportunity_probability,expected_profit_usd,combined_confidence,prediction_confidence,downside_risk,trend_score,stability_score,score_mean,score_std,score_min,score_max,score_range,quote_latency_ms,quote_age_ms,is_stale_quote,is_high_latency,is_high_price_impact,is_high_cost,is_low_liquidity,is_low_activity,enrichment_quality_score,cycle_position,cycle_size,cycle_elapsed_seconds,scanner_speed_tokens_per_minute,raw_source_payload
HISTORICAL:CYCLE-000002-20260730T184642000000:00000195,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,195,195,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,ASTEROID,ASTEROID,,SYMBOL:ASTEROID,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.986146,-0.013854000000000033,0.002,-0.015854000000000035,-138.54000000000033,-158.54000000000036,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scorch → Meteora DLMM → Meteora DLMM,Meteora DLMM → SolFi V2,Scorch → Meteora DLMM → Meteora DLMM || Meteora DLMM → SolFi V2,0,0,38.95,40.3,34.55,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,95,0,0.0,0.0,"{""event_number"":195,""source_event_id"":195,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":95,""token"":""ASTEROID"",""token_key"":""ASTEROID"",""mint"":null,""asset_key"":""SYMBOL:ASTEROID"",""buy_route"":""Scorch → Meteora DLMM → Meteora DLMM"",""sell_route"":""Meteora DLMM → SolFi V2"",""route_pair"":""Scorch → Meteora DLMM → Meteora DLMM || Meteora DLMM → SolFi V2"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.986146,""quoted_profit_usd"":-0.013854000000000033,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.015854000000000035,""gross_return_bps"":-138.54000000000033,""cost_bps"":20.0,""net_return_bps"":-158.54000000000036,""gross_to_cost_ratio"":-6.9270000000000165,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":38.95,""liquidity_score"":40.3,""volume_score"":34.55,""pair_score"":46.67,""intelligence_score"":0.0,""composite_market_score"":35.6705,""score_dispersion"":16.509752996335227,""minimum_component_score"":0.0,""maximum_component_score"":46.67,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000002-20260730T184642000000:00000196,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,196,196,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,Percolator,PERCOLATOR,,SYMBOL:PERCOLATOR,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.982014,-0.017985999999999946,0.002,-0.019985999999999948,-179.85999999999947,-199.85999999999947,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manifest → Raydium CLMM → Pump.fun Amm,Pump.fun Amm → HumidiFi → Riptide,Manifest → Raydium CLMM → Pump.fun Amm || Pump.fun Amm → HumidiFi → Riptide,0,0,42.68,33.03,41.82,73.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,96,0,0.0,0.0,"{""event_number"":196,""source_event_id"":196,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":96,""token"":""Percolator"",""token_key"":""PERCOLATOR"",""mint"":null,""asset_key"":""SYMBOL:PERCOLATOR"",""buy_route"":""Manifest → Raydium CLMM → Pump.fun Amm"",""sell_route"":""Pump.fun Amm → HumidiFi → Riptide"",""route_pair"":""Manifest → Raydium CLMM → Pump.fun Amm || Pump.fun Amm → HumidiFi → Riptide"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.982014,""quoted_profit_usd"":-0.017985999999999946,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.019985999999999948,""gross_return_bps"":-179.85999999999947,""cost_bps"":20.0,""net_return_bps"":-199.85999999999947,""gross_to_cost_ratio"":-8.992999999999974,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":42.68,""liquidity_score"":33.03,""volume_score"":41.82,""pair_score"":73.94,""intelligence_score"":0.0,""composite_market_score"":40.5165,""score_dispersion"":23.649300708477618,""minimum_component_score"":0.0,""maximum_component_score"":73.94,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000002-20260730T184642000000:00000197,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,197,197,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,Punch,PUNCH,,SYMBOL:PUNCH,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.981456,-0.018544000000000005,0.002,-0.020544000000000007,-185.44000000000005,-205.44000000000005,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HumidiFi → Whirlpool → Pump.fun Amm,Pump.fun Amm → GoonFi V2,HumidiFi → Whirlpool → Pump.fun Amm || Pump.fun Amm → GoonFi V2,0,0,40.85,32.42,43.03,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,97,0,0.0,0.0,"{""event_number"":197,""source_event_id"":197,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":97,""token"":""Punch"",""token_key"":""PUNCH"",""mint"":null,""asset_key"":""SYMBOL:PUNCH"",""buy_route"":""HumidiFi → Whirlpool → Pump.fun Amm"",""sell_route"":""Pump.fun Amm → GoonFi V2"",""route_pair"":""HumidiFi → Whirlpool → Pump.fun Amm || Pump.fun Amm → GoonFi V2"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.981456,""quoted_profit_usd"":-0.018544000000000005,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.020544000000000007,""gross_return_bps"":-185.44000000000005,""cost_bps"":20.0,""net_return_bps"":-205.44000000000005,""gross_to_cost_ratio"":-9.272000000000002,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":40.85,""liquidity_score"":32.42,""volume_score"":43.03,""pair_score"":60.3,""intelligence_score"":0.0,""composite_market_score"":38.011,""score_dispersion"":19.8491198797327,""minimum_component_score"":0.0,""maximum_component_score"":60.3,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000002-20260730T184642000000:00000198,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,198,198,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,114514,114514,,SYMBOL:114514,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.981318,-0.018681999999999976,0.002,-0.020681999999999978,-186.81999999999977,-206.8199999999998,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scorch → Meteora DLMM → Pump.fun Amm,Pump.fun Amm → GoonFi V2 → Riptide,Scorch → Meteora DLMM → Pump.fun Amm || Pump.fun Amm → GoonFi V2 → Riptide,0,0,39.47,28.18,52.42,38.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,98,0,0.0,0.0,"{""event_number"":198,""source_event_id"":198,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":98,""token"":""114514"",""token_key"":""114514"",""mint"":null,""asset_key"":""SYMBOL:114514"",""buy_route"":""Scorch → Meteora DLMM → Pump.fun Amm"",""sell_route"":""Pump.fun Amm → GoonFi V2 → Riptide"",""route_pair"":""Scorch → Meteora DLMM → Pump.fun Amm || Pump.fun Amm → GoonFi V2 → Riptide"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.981318,""quoted_profit_usd"":-0.018681999999999976,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.020681999999999978,""gross_return_bps"":-186.81999999999977,""cost_bps"":20.0,""net_return_bps"":-206.8199999999998,""gross_to_cost_ratio"":-9.340999999999989,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":39.47,""liquidity_score"":28.18,""volume_score"":52.42,""pair_score"":38.79,""intelligence_score"":0.0,""composite_market_score"":35.1885,""score_dispersion"":17.647741385231143,""minimum_component_score"":0.0,""maximum_component_score"":52.42,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000002-20260730T184642000000:00000199,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,199,199,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,traindog,TRAINDOG,,SYMBOL:TRAINDOG,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.980233,-0.01976699999999998,0.002,-0.02176699999999998,-197.6699999999998,-217.66999999999982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whirlpool → Riptide → Pump.fun Amm,Pump.fun Amm → Quantum,Whirlpool → Riptide → Pump.fun Amm || Pump.fun Amm → Quantum,0,0,43.17,16.97,73.03,42.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,99,0,0.0,0.0,"{""event_number"":199,""source_event_id"":199,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":99,""token"":""traindog"",""token_key"":""TRAINDOG"",""mint"":null,""asset_key"":""SYMBOL:TRAINDOG"",""buy_route"":""Whirlpool → Riptide → Pump.fun Amm"",""sell_route"":""Pump.fun Amm → Quantum"",""route_pair"":""Whirlpool → Riptide → Pump.fun Amm || Pump.fun Amm → Quantum"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.980233,""quoted_profit_usd"":-0.01976699999999998,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.02176699999999998,""gross_return_bps"":-197.6699999999998,""cost_bps"":20.0,""net_return_bps"":-217.66999999999982,""gross_to_cost_ratio"":-9.883499999999989,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":43.17,""liquidity_score"":16.97,""volume_score"":73.03,""pair_score"":42.12,""intelligence_score"":0.0,""composite_market_score"":38.1175,""score_dispersion"":24.955112822826507,""minimum_component_score"":0.0,""maximum_component_score"":73.03,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000002-20260730T184642000000:00000200,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,200,200,CYCLE-000002-20260730T184642000000,2,2026-07-30T18:46:42.000+00:00,2026-07-30T18:46:42.000+00:00,SOLANGELES,SOLANGELES,,SYMBOL:SOLANGELES,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.976253,-0.023746999999999963,0.002,-0.025746999999999964,-237.46999999999963,-257.46999999999963,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pump.fun Amm,Pump.fun Amm,Pump.fun Amm || Pump.fun Amm,0,0,39.42,32.12,50.61,31.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,100,0,0.0,0.0,"{""event_number"":200,""source_event_id"":200,""timestamp"":""2026-07-30 18:46:42"",""cycle_number"":2,""cycle_id"":""CYCLE-000002-20260730T184642000000"",""cycle_position"":100,""token"":""SOLANGELES"",""token_key"":""SOLANGELES"",""mint"":null,""asset_key"":""SYMBOL:SOLANGELES"",""buy_route"":""Pump.fun Amm"",""sell_route"":""Pump.fun Amm"",""route_pair"":""Pump.fun Amm || Pump.fun Amm"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.976253,""quoted_profit_usd"":-0.023746999999999963,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.025746999999999964,""gross_return_bps"":-237.46999999999963,""cost_bps"":20.0,""net_return_bps"":-257.46999999999963,""gross_to_cost_ratio"":-11.87349999999998,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":39.42,""liquidity_score"":32.12,""volume_score"":50.61,""pair_score"":31.52,""intelligence_score"":0.0,""composite_market_score"":34.706,""score_dispersion"":16.838168071378785,""minimum_component_score"":0.0,""maximum_component_score"":50.61,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000201,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,201,201,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,MET,MET,,SYMBOL:MET,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000425,0.0004249999999998977,0.002,-0.0015750000000001024,4.249999999998977,-15.750000000001023,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BisonFi → Meteora DLMM,Aquifer → ZeroFi,BisonFi → Meteora DLMM || Aquifer → ZeroFi,0,0,93.02,90.24,99.7,83.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,1,0,0.0,0.0,"{""event_number"":201,""source_event_id"":201,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":1,""token"":""MET"",""token_key"":""MET"",""mint"":null,""asset_key"":""SYMBOL:MET"",""buy_route"":""BisonFi → Meteora DLMM"",""sell_route"":""Aquifer → ZeroFi"",""route_pair"":""BisonFi → Meteora DLMM || Aquifer → ZeroFi"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000425,""quoted_profit_usd"":0.0004249999999998977,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0015750000000001024,""gross_return_bps"":4.249999999998977,""cost_bps"":20.0,""net_return_bps"":-15.750000000001023,""gross_to_cost_ratio"":0.21249999999994884,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":93.02,""liquidity_score"":90.24,""volume_score"":99.7,""pair_score"":83.54,""intelligence_score"":0.0,""composite_market_score"":82.937,""score_dispersion"":37.0149958800484,""minimum_component_score"":0.0,""maximum_component_score"":99.7,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000202,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,202,202,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,TSLAx,TSLAX,,SYMBOL:TSLAX,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000367,0.0003670000000000062,0.002,-0.0016329999999999938,3.670000000000062,-16.329999999999938,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BinaryFi,Whirlpool,BinaryFi || Whirlpool,0,0,86.49,85.06,90.24,80.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,2,0,0.0,0.0,"{""event_number"":202,""source_event_id"":202,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":2,""token"":""TSLAx"",""token_key"":""TSLAX"",""mint"":null,""asset_key"":""SYMBOL:TSLAX"",""buy_route"":""BinaryFi"",""sell_route"":""Whirlpool"",""route_pair"":""BinaryFi || Whirlpool"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000367,""quoted_profit_usd"":0.0003670000000000062,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0016329999999999938,""gross_return_bps"":3.670000000000062,""cost_bps"":20.0,""net_return_bps"":-16.329999999999938,""gross_to_cost_ratio"":0.1835000000000031,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":86.49,""liquidity_score"":85.06,""volume_score"":90.24,""pair_score"":80.79,""intelligence_score"":0.0,""composite_market_score"":77.3785,""score_dispersion"":34.39126086667949,""minimum_component_score"":0.0,""maximum_component_score"":90.24,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000203,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,203,203,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,USDS,USDS,,SYMBOL:USDS,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000227,0.00022699999999997722,0.002,-0.0017730000000000228,2.269999999999772,-17.730000000000228,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quantum → Raydium CLMM,AlphaQ,Quantum → Raydium CLMM || AlphaQ,0,0,81.01,89.02,84.76,46.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,3,0,0.0,0.0,"{""event_number"":203,""source_event_id"":203,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":3,""token"":""USDS"",""token_key"":""USDS"",""mint"":null,""asset_key"":""SYMBOL:USDS"",""buy_route"":""Quantum → Raydium CLMM"",""sell_route"":""AlphaQ"",""route_pair"":""Quantum → Raydium CLMM || AlphaQ"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000227,""quoted_profit_usd"":0.00022699999999997722,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0017730000000000228,""gross_return_bps"":2.269999999999772,""cost_bps"":20.0,""net_return_bps"":-17.730000000000228,""gross_to_cost_ratio"":0.11349999999998861,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":81.01,""liquidity_score"":89.02,""volume_score"":84.76,""pair_score"":46.95,""intelligence_score"":0.0,""composite_market_score"":70.55250000000001,""score_dispersion"":33.66403148762786,""minimum_component_score"":0.0,""maximum_component_score"":89.02,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000204,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,204,204,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,HYPE,HYPE,,SYMBOL:HYPE,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000184,0.00018399999999996197,0.002,-0.001816000000000038,1.8399999999996197,-18.16000000000038,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoonFi V2,Raydium CLMM → Quantum,GoonFi V2 || Raydium CLMM → Quantum,0,0,93.06,93.6,96.04,83.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,4,0,0.0,0.0,"{""event_number"":204,""source_event_id"":204,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":4,""token"":""HYPE"",""token_key"":""HYPE"",""mint"":null,""asset_key"":""SYMBOL:HYPE"",""buy_route"":""GoonFi V2"",""sell_route"":""Raydium CLMM → Quantum"",""route_pair"":""GoonFi V2 || Raydium CLMM → Quantum"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000184,""quoted_profit_usd"":0.00018399999999996197,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.001816000000000038,""gross_return_bps"":1.8399999999996197,""cost_bps"":20.0,""net_return_bps"":-18.16000000000038,""gross_to_cost_ratio"":0.09199999999998099,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":93.06,""liquidity_score"":93.6,""volume_score"":96.04,""pair_score"":83.54,""intelligence_score"":0.0,""composite_market_score"":83.057,""score_dispersion"":36.871097840991936,""minimum_component_score"":0.0,""maximum_component_score"":96.04,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000205,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,205,205,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,Fartcoin,FARTCOIN,,SYMBOL:FARTCOIN,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000182,0.00018199999999990446,0.002,-0.0018180000000000956,1.8199999999990446,-18.180000000000955,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HumidiFi → Raydium CLMM → Aquifer,Pump.fun Amm → Whirlpool,HumidiFi → Raydium CLMM → Aquifer || Pump.fun Amm → Whirlpool,0,0,87.9,92.68,84.15,83.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,5,0,0.0,0.0,"{""event_number"":205,""source_event_id"":205,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":5,""token"":""Fartcoin"",""token_key"":""FARTCOIN"",""mint"":null,""asset_key"":""SYMBOL:FARTCOIN"",""buy_route"":""HumidiFi → Raydium CLMM → Aquifer"",""sell_route"":""Pump.fun Amm → Whirlpool"",""route_pair"":""HumidiFi → Raydium CLMM → Aquifer || Pump.fun Amm → Whirlpool"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000182,""quoted_profit_usd"":0.00018199999999990446,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0018180000000000956,""gross_return_bps"":1.8199999999990446,""cost_bps"":20.0,""net_return_bps"":-18.180000000000955,""gross_to_cost_ratio"":0.09099999999995223,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":87.9,""liquidity_score"":92.68,""volume_score"":84.15,""pair_score"":83.54,""intelligence_score"":0.0,""composite_market_score"":78.90100000000001,""score_dispersion"":34.979273634539645,""minimum_component_score"":0.0,""maximum_component_score"":92.68,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000003-20260730T191221000000:00000206,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,206,206,CYCLE-000003-20260730T191221000000,3,2026-07-30T19:12:21.000+00:00,2026-07-30T19:12:21.000+00:00,JupUSD,JUPUSD,,SYMBOL:JUPUSD,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,1.000113,0.00011300000000002974,0.002,-0.0018869999999999703,1.1300000000002974,-18.869999999999703,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quantum → GoonFi V2 → Manifest,Manifest → GoonFi V2 → Aquifer,Quantum → GoonFi V2 → Manifest || Manifest → GoonFi V2 → Aquifer,0,0,84.38,95.43,79.57,64.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,6,0,0.0,0.0,"{""event_number"":206,""source_event_id"":206,""timestamp"":""2026-07-30 19:12:21"",""cycle_number"":3,""cycle_id"":""CYCLE-000003-20260730T191221000000"",""cycle_position"":6,""token"":""JupUSD"",""token_key"":""JUPUSD"",""mint"":null,""asset_key"":""SYMBOL:JUPUSD"",""buy_route"":""Quantum → GoonFi V2 → Manifest"",""sell_route"":""Manifest → GoonFi V2 → Aquifer"",""route_pair"":""Quantum → GoonFi V2 → Manifest || Manifest → GoonFi V2 → Aquifer"",""starting_amount_usd"":1.0,""ending_amount_usd"":1.000113,""quoted_profit_usd"":0.00011300000000002974,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0018869999999999703,""gross_return_bps"":1.1300000000002974,""cost_bps"":20.0,""net_return_bps"":-18.869999999999703,""gross_to_cost_ratio"":0.05650000000001487,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":84.38,""liquidity_score"":95.43,""volume_score"":79.57,""pair_score"":64.02,""intelligence_score"":0.0,""composite_market_score"":74.68849999999999,""score_dispersion"":33.88009031865175,""minimum_component_score"":0.0,""maximum_component_score"":95.43,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":false,""has_route"":true,""has_error"":false}"
