scenario_id,trade_index,event_id,cycle_id,token,original_profit_usd,stressed_profit_usd,missed,cost_multiplier,slippage_shock_bps,latency_multiplier,adverse_profit_noise_bps
SLIPPAGE_10_BPS,1,HISTORICAL:CYCLE-000006-20260730T214218000000:00000501,CYCLE-000006-20260730T214218000000,BOLT,0.025919000000000025,0.024919000000000024,False,1.0,10.0,0.0,0.0
SLIPPAGE_10_BPS,2,HISTORICAL:CYCLE-000010-20260731T035444000000:00000901,CYCLE-000010-20260731T035444000000,MET,0.00012600000000007223,-0.0008739999999999278,False,1.0,10.0,0.0,0.0
SLIPPAGE_10_BPS,3,HISTORICAL:CYCLE-000011-20260731T040859000000:00001001,CYCLE-000011-20260731T040859000000,BIRB,0.00113399999999997,0.0001339999999999703,False,1.0,10.0,0.0,0.0
SLIPPAGE_10_BPS,4,VERIFIED_LIVE:2026-07-31 22:13:54:00000305,2026-07-31 22:13:54,Bonk,0.006679000000000103,0.005679000000000103,False,1.0,10.0,0.0,0.0
SLIPPAGE_10_BPS,5,VERIFIED_LIVE:2026-07-31 22:13:54:00000306,2026-07-31 22:13:54,Fartcoin,0.001881999999999941,0.0008819999999999412,False,1.0,10.0,0.0,0.0
LATENCY_STRESS,1,HISTORICAL:CYCLE-000006-20260730T214218000000:00000501,CYCLE-000006-20260730T214218000000,BOLT,0.025919000000000025,0.025919000000000025,False,1.0,0.0,2.0,0.0
LATENCY_STRESS,2,HISTORICAL:CYCLE-000010-20260731T035444000000:00000901,CYCLE-000010-20260731T035444000000,MET,0.00012600000000007223,0.00012600000000007223,False,1.0,0.0,2.0,0.0
LATENCY_STRESS,3,HISTORICAL:CYCLE-000011-20260731T040859000000:00001001,CYCLE-000011-20260731T040859000000,BIRB,0.00113399999999997,0.00113399999999997,False,1.0,0.0,2.0,0.0
LATENCY_STRESS,4,VERIFIED_LIVE:2026-07-31 22:13:54:00000305,2026-07-31 22:13:54,Bonk,0.006679000000000103,0.006654932160599144,False,1.0,0.0,2.0,0.0
LATENCY_STRESS,5,VERIFIED_LIVE:2026-07-31 22:13:54:00000306,2026-07-31 22:13:54,Fartcoin,0.001881999999999941,0.0018598064281999242,False,1.0,0.0,2.0,0.0
COMBINED_MODERATE,1,HISTORICAL:CYCLE-000006-20260730T214218000000:00000501,CYCLE-000006-20260730T214218000000,BOLT,0.025919000000000025,0.024719000000000026,False,1.25,5.0,2.0,2.0
COMBINED_MODERATE,2,HISTORICAL:CYCLE-000010-20260731T035444000000:00000901,CYCLE-000010-20260731T035444000000,MET,0.00012600000000007223,-0.0010739999999999277,False,1.25,5.0,2.0,2.0
COMBINED_MODERATE,3,HISTORICAL:CYCLE-000011-20260731T040859000000:00001001,CYCLE-000011-20260731T040859000000,BIRB,0.00113399999999997,-6.60000000000298e-05,False,1.25,5.0,2.0,2.0
COMBINED_MODERATE,4,VERIFIED_LIVE:2026-07-31 22:13:54:00000305,2026-07-31 22:13:54,Bonk,0.006679000000000103,0.005454932160599144,False,1.25,5.0,2.0,2.0
COMBINED_MODERATE,5,VERIFIED_LIVE:2026-07-31 22:13:54:00000306,2026-07-31 22:13:54,Fartcoin,0.001881999999999941,0.0006598064281999245,False,1.25,5.0,2.0,2.0
COMBINED_SEVERE,1,HISTORICAL:CYCLE-000006-20260730T214218000000:00000501,CYCLE-000006-20260730T214218000000,BOLT,0.025919000000000025,0.023419000000000027,False,1.5,10.0,4.0,5.0
COMBINED_SEVERE,2,HISTORICAL:CYCLE-000010-20260731T035444000000:00000901,CYCLE-000010-20260731T035444000000,MET,0.00012600000000007223,0.0,True,1.5,10.0,4.0,5.0
COMBINED_SEVERE,3,HISTORICAL:CYCLE-000011-20260731T040859000000:00001001,CYCLE-000011-20260731T040859000000,BIRB,0.00113399999999997,-0.0013660000000000295,False,1.5,10.0,4.0,5.0
COMBINED_SEVERE,4,VERIFIED_LIVE:2026-07-31 22:13:54:00000305,2026-07-31 22:13:54,Bonk,0.006679000000000103,0.004130864321198185,False,1.5,10.0,4.0,5.0
COMBINED_SEVERE,5,VERIFIED_LIVE:2026-07-31 22:13:54:00000306,2026-07-31 22:13:54,Fartcoin,0.001881999999999941,-0.0006623871436000923,False,1.5,10.0,4.0,5.0
